instance,variant,threads,seed,generations,best_fitness,best_value,best_feasible_fitness,best_feasible_value,feasible,time_ms,best_feasible_items,best_feasible_weight,best_feasible_volume
data/instance_medium,islands,4,3141,200,0.332469,33352.2,0.252756,21769.6,1,5174.01,398,10283.9,8244.7
data/instance_medium,islands,4,4096,200,0.332274,34876.5,0.252065,21701.6,1,5450.12,406,10572.4,8244.68
data/instance_medium,islands,4,5000,200,0.331528,33855.1,0.256493,22096.1,1,5190.26,416,10475.1,8241.88
data/instance_medium,islands,4,6789,200,0.330265,34046.1,0.257206,22166,1,5235.51,417,10595.4,8215.26
data/instance_medium,islands,4,7654,200,0.332644,35378.2,0.258354,22249.2,1,5229.51,414,10595.1,8242.16
data/instance_medium,islands,4,8192,200,0.334175,34312.9,0.253968,21865.2,1,5504.55,411,10596.5,8244.49
data/instance_medium,islands,4,9001,200,0.332591,34914.6,0.253772,21850.1,1,5608.47,404,10591.1,8238.74
data/instance_medium,islands,4,9999,200,0.334794,34745.8,0.252442,21747.8,1,6710.77,413,10447.3,8238.33
data/instance_medium,islands,8,42,200,0.33119,34508.9,0.254379,21897.1,1,8566.86,401,10597.5,8172.79
data/instance_medium,islands,8,123,200,0.332128,34320.9,0.255347,21989,1,7374.74,411,10486.7,8236.15
data/instance_medium,islands,8,256,200,0.335741,35049.8,0.259346,22336.3,1,6151,410,10529.2,8227.73
data/instance_medium,islands,8,512,200,0.331084,34717.7,0.25568,22012.5,1,6542.28,400,10417.8,8249.58
data/instance_medium,islands,8,999,200,0.334552,34156.2,0.25934,22337.5,1,6074.91,410,10594.5,8223.27
data/instance_medium,islands,8,1337,200,0.332924,34609.6,0.255689,22002.9,1,6027.95,400,10553.8,8238.67
data/instance_medium,islands,8,2048,200,0.334517,34039.4,0.256823,22126.2,1,6215.58,409,10565.8,8116.14
data/instance_medium,islands,8,3141,200,0.33444,35836.9,0.254445,21911.4,1,6139.16,411,10604,8152.66
data/instance_medium,islands,8,4096,200,0.334426,34973.2,0.257054,22137.5,1,6089.36,408,10539.8,8244.44
data/instance_medium,islands,8,5000,200,0.333386,34618.4,0.256493,22096.1,1,5812.52,416,10475.1,8241.88
data/instance_medium,islands,8,6789,200,0.332813,34380.9,0.257206,22166,1,5801.27,417,10595.4,8215.26
data/instance_medium,islands,8,7654,200,0.333467,35391.5,0.258354,22249.2,1,5877.68,414,10595.1,8242.16
data/instance_medium,islands,8,8192,200,0.331457,34732.9,0.254009,21873.9,1,6017.85,403,10604.2,8095.54
data/instance_medium,islands,8,9001,200,0.335057,34376.6,0.253772,21850.1,1,5928.9,404,10591.1,8238.74
data/instance_medium,islands,8,9999,200,0.334302,34075.8,0.254396,21898.6,1,5821.17,409,10456.9,8241.78
data/instance_large,sequential,1,42,200,0.265879,284024,0.244873,213248,1,52205.9,4025,102741,81456.9
data/instance_large,sequential,1,123,200,0.263942,279969,0.244085,212570,1,52193.7,4024,101970,81720.8
data/instance_large,sequential,1,256,200,0.264539,278162,0.243618,212170,1,52141.4,4039,102202,81730.9
data/instance_large,sequential,1,512,200,0.265248,280135,0.243801,212323,1,52213.7,4016,102624,81745.9
data/instance_large,sequential,1,999,200,0.266002,281675,0.243662,212174,1,52127,3980,101641,81738.5
data/instance_large,sequential,1,1337,200,0.265044,282738,0.24448,212867,1,52124.3,4002,102673,81724.1
data/instance_large,sequential,1,2048,200,0.263321,277925,0.243307,211876,1,52117,4022,102278,81744
data/instance_large,sequential,1,3141,200,0.265505,281222,0.24337,211946,1,52165.2,4007,102722,81624.3
data/instance_large,sequential,1,4096,200,0.264572,281921,0.243522,212113,1,52153.1,4027,102351,81708.5
data/instance_large,sequential,1,5000,200,0.266317,279457,0.244984,213321,1,52308.3,4026,102747,81137.2
data/instance_large,sequential,1,6789,200,0.265787,284006,0.245036,213381,1,52323.8,4007,102736,81665
data/instance_large,sequential,1,7654,200,0.263761,275881,0.243502,212054,1,52229.2,4006,101882,81712.6
data/instance_large,sequential,1,8192,200,0.264902,281132,0.243196,211842,1,52249.6,4026,102742,81667.6
data/instance_large,sequential,1,9001,200,0.26444,279068,0.243316,211990,1,52300.8,4035,102736,81415
data/instance_large,sequential,1,9999,200,0.263808,273772,0.245582,213892,1,52058.5,4036,102721,81679
data/instance_large,parallel,1,42,200,0.265322,279242,0.244873,213248,1,52138.1,4025,102741,81456.9
data/instance_large,parallel,1,123,200,0.264645,278938,0.244085,212570,1,52144.3,4024,101970,81720.8
data/instance_large,parallel,1,256,200,0.265192,279497,0.243618,212170,1,52097.5,4039,102202,81730.9
data/instance_large,parallel,1,512,200,0.265542,283523,0.243801,212323,1,52193.2,4016,102624,81745.9
data/instance_large,parallel,1,999,200,0.265038,281432,0.243662,212174,1,52141.1,3980,101641,81738.5
data/instance_large,parallel,1,1337,200,0.265269,282398,0.24448,212867,1,52199,4002,102673,81724.1
data/instance_large,parallel,1,2048,200,0.263965,281524,0.243307,211876,1,52143.1,4022,102278,81744
data/instance_large,parallel,1,3141,200,0.265645,275585,0.24337,211946,1,52049.3,4007,102722,81624.3
data/instance_large,parallel,1,4096,200,0.265463,276063,0.243522,212113,1,52078,4027,102351,81708.5
data/instance_large,parallel,1,5000,200,0.264497,279241,0.244984,213321,1,52166.6,4026,102747,81137.2
data/instance_large,parallel,1,6789,200,0.266024,280053,0.245036,213381,1,52168.9,4007,102736,81665
data/instance_large,parallel,1,7654,200,0.267098,281692,0.243502,212054,1,52122.7,4006,101882,81712.6
data/instance_large,parallel,1,8192,200,0.265278,277359,0.243196,211842,1,52343.2,4026,102742,81667.6
data/instance_large,parallel,1,9001,200,0.264086,279766,0.243316,211990,1,52281.7,4035,102736,81415
data/instance_large,parallel,1,9999,200,0.263723,276205,0.245582,213892,1,52105.7,4036,102721,81679
data/instance_large,parallel,2,42,200,0.265969,278538,0.244873,213248,1,30140,4025,102741,81456.9
data/instance_large,parallel,2,123,200,0.26587,273708,0.244085,212570,1,30138.7,4024,101970,81720.8
data/instance_large,parallel,2,256,200,0.263278,280911,0.243618,212170,1,30249.4,4039,102202,81730.9
data/instance_large,parallel,2,512,200,0.264587,274150,0.243801,212323,1,30194.5,4016,102624,81745.9
data/instance_large,parallel,2,999,200,0.264933,276313,0.243662,212174,1,31364.8,3980,101641,81738.5
data/instance_large,parallel,2,1337,200,0.263886,274396,0.24448,212867,1,30120.1,4002,102673,81724.1
data/instance_large,parallel,2,2048,200,0.266294,275375,0.243307,211876,1,31424.1,4022,102278,81744
data/instance_large,parallel,2,3141,200,0.266273,285921,0.24337,211946,1,30170.4,4007,102722,81624.3
data/instance_large,parallel,2,4096,200,0.266619,281561,0.243522,212113,1,30176.9,4027,102351,81708.5
data/instance_large,parallel,2,5000,200,0.265702,280037,0.244984,213321,1,30236.8,4026,102747,81137.2
data/instance_large,parallel,2,6789,200,0.263875,278564,0.245036,213381,1,30137.5,4007,102736,81665
data/instance_large,parallel,2,7654,200,0.266679,282111,0.243502,212054,1,30112.1,4006,101882,81712.6
data/instance_large,parallel,2,8192,200,0.265033,286783,0.243196,211842,1,30269.9,4026,102742,81667.6
data/instance_large,parallel,2,9001,200,0.263073,281068,0.243316,211990,1,30259.2,4035,102736,81415
data/instance_large,parallel,2,9999,200,0.266009,275782,0.245582,213892,1,30135.2,4036,102721,81679
data/instance_large,parallel,4,42,200,0.264989,278972,0.244873,213248,1,19301.3,4025,102741,81456.9
data/instance_large,parallel,4,123,200,0.263975,280895,0.244085,212570,1,19148.4,4024,101970,81720.8
data/instance_large,parallel,4,256,200,0.262678,280607,0.243618,212170,1,19274,4039,102202,81730.9
data/instance_large,parallel,4,512,200,0.265958,281624,0.243801,212323,1,19310.5,4016,102624,81745.9
data/instance_large,parallel,4,999,200,0.265436,281164,0.243662,212174,1,19170,3980,101641,81738.5
data/instance_large,parallel,4,1337,200,0.264976,284681,0.24448,212867,1,19183.6,4002,102673,81724.1
data/instance_large,parallel,4,2048,200,0.263212,276779,0.243307,211876,1,19928.5,4022,102278,81744
data/instance_large,parallel,4,3141,200,0.264559,278738,0.24337,211946,1,19110.8,4007,102722,81624.3
data/instance_large,parallel,4,4096,200,0.265919,284877,0.243522,212113,1,19231.5,4027,102351,81708.5
data/instance_large,parallel,4,5000,200,0.26394,276486,0.244984,213321,1,19397.4,4026,102747,81137.2
data/instance_large,parallel,4,6789,200,0.264643,278904,0.245036,213381,1,19357.8,4007,102736,81665
data/instance_large,parallel,4,7654,200,0.264172,280608,0.243502,212054,1,19105.7,4006,101882,81712.6
data/instance_large,parallel,4,8192,200,0.26431,281723,0.243196,211842,1,19344.3,4026,102742,81667.6
data/instance_large,parallel,4,9001,200,0.265963,278382,0.243316,211990,1,19405,4035,102736,81415
data/instance_large,parallel,4,9999,200,0.263715,278139,0.245582,213892,1,19141.9,4036,102721,81679
data/instance_large,parallel,8,42,200,0.264694,280431,0.244873,213248,1,13766.6,4025,102741,81456.9
data/instance_large,parallel,8,123,200,0.264884,282937,0.244085,212570,1,13756.8,4024,101970,81720.8
data/instance_large,parallel,8,256,200,0.264366,277781,0.243618,212170,1,13833.3,4039,102202,81730.9
data/instance_large,parallel,8,512,200,0.265565,281491,0.243801,212323,1,13833.6,4016,102624,81745.9
data/instance_large,parallel,8,999,200,0.264959,279061,0.243662,212174,1,13817.8,3980,101641,81738.5
data/instance_large,parallel,8,1337,200,0.26686,280451,0.24448,212867,1,13735,4002,102673,81724.1
data/instance_large,parallel,8,2048,200,0.26324,275986,0.243307,211876,1,14260.8,4022,102278,81744
data/instance_large,parallel,8,3141,200,0.264372,281391,0.24337,211946,1,13778.8,4007,102722,81624.3
data/instance_large,parallel,8,4096,200,0.2637,277926,0.243522,212113,1,13718.5,4027,102351,81708.5
data/instance_large,parallel,8,5000,200,0.263802,280308,0.244984,213321,1,13812.3,4026,102747,81137.2
data/instance_large,parallel,8,6789,200,0.264811,282232,0.245036,213381,1,13783.1,4007,102736,81665
data/instance_large,parallel,8,7654,200,0.264722,276052,0.243502,212054,1,13764.9,4006,101882,81712.6
data/instance_large,parallel,8,8192,200,0.264147,282618,0.243196,211842,1,13996.4,4026,102742,81667.6
data/instance_large,parallel,8,9001,200,0.264043,282483,0.243316,211990,1,13960.2,4035,102736,81415
data/instance_large,parallel,8,9999,200,0.265234,283601,0.245582,213892,1,13779.5,4036,102721,81679
data/instance_large,islands,1,42,200,0.265023,279577,0.244873,213248,1,53285,4025,102741,81456.9
data/instance_large,islands,1,123,200,0.26557,280172,0.244085,212570,1,53151.6,4024,101970,81720.8
data/instance_large,islands,1,256,200,0.265664,283711,0.243618,212170,1,55645.4,4039,102202,81730.9
data/instance_large,islands,1,512,200,0.264439,275132,0.243801,212323,1,55672.9,4016,102624,81745.9
data/instance_large,islands,1,999,200,0.263587,280921,0.243662,212174,1,53242.4,3980,101641,81738.5
data/instance_large,islands,1,1337,200,0.264137,278708,0.24448,212867,1,53188.5,4002,102673,81724.1
data/instance_large,islands,1,2048,200,0.263565,282062,0.243307,211876,1,53317.6,4022,102278,81744
data/instance_large,islands,1,3141,200,0.263957,278646,0.24337,211946,1,53037.5,4007,102722,81624.3
data/instance_large,islands,1,4096,200,0.264577,279537,0.243522,212113,1,53168.5,4027,102351,81708.5
data/instance_large,islands,1,5000,200,0.264546,275893,0.244984,213321,1,53382.4,4026,102747,81137.2
data/instance_large,islands,1,6789,200,0.264679,276294,0.245036,213381,1,55706.3,4007,102736,81665
data/instance_large,islands,1,7654,200,0.262719,277293,0.243502,212054,1,55538.3,4006,101882,81712.6
data/instance_large,islands,1,8192,200,0.265194,280190,0.243196,211842,1,53357,4026,102742,81667.6
data/instance_large,islands,1,9001,200,0.264446,283332,0.243316,211990,1,53277.4,4035,102736,81415
data/instance_large,islands,1,9999,200,0.263129,272942,0.245582,213892,1,52977.9,4036,102721,81679
data/instance_large,islands,2,42,200,0.267257,281511,0.244873,213248,1,54435.8,4025,102741,81456.9
data/instance_large,islands,2,123,200,0.266011,280754,0.244085,212570,1,54417.9,4024,101970,81720.8
data/instance_large,islands,2,256,200,0.265926,276935,0.243618,212170,1,54329.7,4039,102202,81730.9
data/instance_large,islands,2,512,200,0.266959,283473,0.246409,214666,1,54543.5,4027,102538,81746
data/instance_large,islands,2,999,200,0.265309,282348,0.243662,212174,1,54369.2,3980,101641,81738.5
data/instance_large,islands,2,1337,200,0.268273,280697,0.24457,212970,1,54214.2,4026,102726,81395.2
data/instance_large,islands,2,2048,200,0.265669,273377,0.245246,213630,1,54198.3,4020,102698,81741.6
data/instance_large,islands,2,3141,200,0.265552,282516,0.243667,212268,1,54460.2,4029,102602,81738.3
data/instance_large,islands,2,4096,200,0.266549,281194,0.243753,212306,1,54436.2,4005,102017,81719.5
data/instance_large,islands,2,5000,200,0.266615,280001,0.244984,213321,1,54532.7,4026,102747,81137.2
data/instance_large,islands,2,6789,200,0.266121,281401,0.245036,213381,1,54434,4007,102736,81665
data/instance_large,islands,2,7654,200,0.266608,280335,0.24415,212638,1,54376.4,4015,102746,81669.9
data/instance_large,islands,2,8192,200,0.265082,276250,0.243662,212160,1,54384.1,4001,101761,81709.5
data/instance_large,islands,2,9001,200,0.26693,283226,0.243488,212023,1,54483.3,4000,102744,81117.1
data/instance_large,islands,2,9999,200,0.267861,279600,0.245582,213892,1,54216.4,4036,102721,81679
data/instance_large,islands,4,42,200,0.267897,287055,0.24489,213304,1,59478.6,4016,102739,81653.6
data/instance_large,islands,4,123,200,0.268271,286529,0.244418,212853,1,57147.2,4018,102727,81739.9
data/instance_large,islands,4,256,200,0.267057,282647,0.244333,212786,1,57244.5,4013,102626,81719
data/instance_large,islands,4,512,200,0.266204,276090,0.246409,214666,1,57233.1,4027,102538,81746
data/instance_large,islands,4,999,200,0.266937,280824,0.246473,214651,1,57088.7,4039,101383,81738.3
data/instance_large,islands,4,1337,200,0.266094,287274,0.24457,212970,1,57199.9,4026,102726,81395.2
data/instance_large,islands,4,2048,200,0.267175,280836,0.245246,213630,1,57070.1,4020,102698,81741.6
data/instance_large,islands,4,3141,200,0.267612,281771,0.244966,213330,1,57319.2,4005,102395,81713.3
data/instance_large,islands,4,4096,200,0.266075,277547,0.245556,213861,1,56989.3,4030,102596,81734
data/instance_large,islands,4,5000,200,0.267005,280473,0.244984,213321,1,57155.9,4026,102747,81137.2
data/instance_large,islands,4,6789,200,0.265893,279053,0.245036,213381,1,56916.4,4007,102736,81665
data/instance_large,islands,4,7654,200,0.266028,281346,0.24415,212638,1,57166.1,4015,102746,81669.9
data/instance_large,islands,4,8192,200,0.267052,279145,0.24414,212646,1,57367,4027,102314,81744.6
data/instance_large,islands,4,9001,200,0.266019,284111,0.244065,212532,1,56997.9,4033,102457,81723.4
data/instance_large,islands,4,9999,200,0.265524,275740,0.245582,213892,1,57003.7,4036,102721,81679
data/instance_large,islands,8,42,200,0.267405,281166,0.24489,213304,1,65694.9,4016,102739,81653.6
data/instance_large,islands,8,123,200,0.266469,280886,0.244688,213091,1,63258.8,4017,101663,81745.3
data/instance_large,islands,8,256,200,0.267657,277918,0.244484,212904,1,63570.6,4009,102667,81731.5
data/instance_large,islands,8,512,200,0.26734,282078,0.246409,214666,1,63859.8,4027,102538,81746
data/instance_large,islands,8,999,200,0.266385,282154,0.246473,214651,1,63258.4,4039,101383,81738.3
data/instance_large,islands,8,1337,200,0.266818,282888,0.245866,214149,1,65401.1,4023,102734,81586.7
data/instance_large,islands,8,2048,200,0.266993,283321,0.24584,214131,1,63428.8,4051,102608,81734.7
data/instance_large,islands,8,3141,200,0.267263,277910,0.24529,213644,1,63383.3,4020,102722,81279.7
data/instance_large,islands,8,4096,200,0.267547,277685,0.245556,213861,1,63466.3,4030,102596,81734
data/instance_large,islands,8,5000,200,0.266409,280822,0.244984,213321,1,63582.8,4026,102747,81137.2
data/instance_large,islands,8,6789,200,0.266665,288114,0.245243,213585,1,63299,4032,102533,81724.8
data/instance_large,islands,8,7654,200,0.266226,283032,0.245227,213573,1,63095.9,4031,102509,81724.2
data/instance_large,islands,8,8192,200,0.265998,278455,0.246809,214968,1,63160.8,4017,102745,81456
data/instance_large,islands,8,9001,200,0.267349,280472,0.244995,213398,1,63389.7,4039,102737,81502.1
data/instance_large,islands,8,9999,200,0.268114,284419,0.245582,213892,1,63730,4036,102721,81679
