variant,instance,pop_size,n_items,seed,block_size,gen_exec,time_ms,best_fitness,best_value,has_feasible,best_feasible_fitness,best_feasible_value
sequential,instance_medium,1024,1000,46,256,200,5809.88,0.368865,36278.1,1,0.255194,21962.1
sequential,instance_medium,1024,1000,47,256,200,5707.92,0.361965,34991,1,0.256655,22094.5
sequential,instance_medium,1024,1000,48,256,200,5702.79,0.36644,35542.3,1,0.257429,22166.3
sequential,instance_medium,1024,1000,49,256,200,5741.37,0.363417,35540.5,1,0.25448,21912.7
sequential,instance_medium,1024,1000,50,256,200,5741.91,0.364775,35830.7,1,0.257171,22130.3
sequential,instance_medium,1024,1000,51,256,200,5649.08,0.365639,35056.9,1,0.263028,22665
sequential,instance_medium,4096,1000,42,256,200,23804.3,0.387643,38265.5,1,0.258418,22266.8
sequential,instance_medium,4096,1000,43,256,200,23592.2,0.384675,38186.4,1,0.260814,22452.2
sequential,instance_medium,4096,1000,44,256,200,23241.3,0.385282,37616,1,0.256749,22106.1
sequential,instance_medium,4096,1000,45,256,200,23823,0.383757,37791.6,1,0.25835,22242
sequential,instance_medium,4096,1000,46,256,200,23581.9,0.384952,38201.9,1,0.259258,22320.1
sequential,instance_medium,4096,1000,47,256,200,23912.2,0.387742,38854.2,1,0.259324,22327.5
sequential,instance_medium,4096,1000,48,256,200,24016.5,0.384144,37841.2,1,0.25778,22198.2
sequential,instance_medium,4096,1000,49,256,200,24073.6,0.388012,38879.3,1,0.257421,22155.3
sequential,instance_medium,4096,1000,50,256,200,23326,0.381578,37900.2,1,0.259642,22373.8
sequential,instance_medium,4096,1000,51,256,200,23034.1,0.383995,37722.2,1,0.263162,22678.2
sequential,instance_medium,16384,1000,42,256,200,96901.7,0.393185,39446.4,1,0.26073,22462.2
sequential,instance_medium,16384,1000,43,256,200,95789.5,0.394282,38930.8,1,0.25937,22324.6
sequential,instance_medium,16384,1000,44,256,200,96615.4,0.393694,39200.2,1,0.260899,22469.9
sequential,instance_medium,16384,1000,45,256,200,98121.3,0.395229,39762.3,1,0.260124,22384.3
sequential,instance_medium,16384,1000,46,256,200,95527.8,0.394569,39110.6,1,0.259935,22381.8
sequential,instance_medium,16384,1000,47,256,200,96950.9,0.39469,39031.8,1,0.263955,22732.7
sequential,instance_medium,16384,1000,48,256,200,98051.8,0.395132,39033.4,1,0.26664,22956.7
sequential,instance_medium,16384,1000,49,256,200,96393.3,0.394589,39007.3,1,0.260645,22453.1
sequential,instance_medium,16384,1000,50,256,200,96561.4,0.394048,38804.3,1,0.261033,22471
sequential,instance_medium,16384,1000,51,256,200,95954.4,0.393964,38962,1,0.263264,22685.3
sequential,instance_large,1024,10000,42,256,200,50288.9,0.262075,234400,1,0.245178,213527
sequential,instance_large,1024,10000,43,256,200,50118.6,0.264019,236268,1,0.24472,213087
sequential,instance_large,1024,10000,44,256,200,49891.3,0.26242,233189,1,0.245699,213954
sequential,instance_large,1024,10000,45,256,200,50306.7,0.262618,234833,1,0.245646,213981
sequential,instance_large,1024,10000,46,256,200,49724.9,0.262613,235311,1,0.245272,213562
sequential,instance_large,1024,10000,47,256,200,50173,0.262845,235345,1,0.245645,213915
sequential,instance_large,1024,10000,48,256,200,50236.6,0.263767,235746,1,0.246062,214314
sequential,instance_large,1024,10000,49,256,200,50050.9,0.262352,234391,1,0.245978,214197
sequential,instance_large,1024,10000,50,256,200,50323.4,0.263316,235258,1,0.246235,214442
sequential,instance_large,1024,10000,51,256,200,50512.6,0.262001,234772,1,0.245222,213558
sequential,instance_large,4096,10000,42,256,200,198606,0.270793,243180,1,0.247597,215649
sequential,instance_large,4096,10000,43,256,200,199860,0.270467,242089,1,0.247487,215539
sequential,instance_large,4096,10000,44,256,200,199649,0.269905,242470,1,0.246029,214309
sequential,instance_large,4096,10000,45,256,200,200171,0.269734,243933,1,0.245662,213992
sequential,instance_large,4096,10000,46,256,200,200459,0.271479,244982,1,0.245493,213750
sequential,instance_large,4096,10000,47,256,200,200204,0.269885,241449,1,0.246148,214394
sequential,instance_large,4096,10000,48,256,200,197629,0.271717,243555,1,0.247166,215291
sequential,instance_large,4096,10000,49,256,200,200427,0.269876,242207,1,0.24632,214535
sequential,instance_large,4096,10000,50,256,200,198620,0.271355,243223,1,0.248417,216334
sequential,instance_large,4096,10000,51,256,200,200521,0.271021,242829,1,0.246331,214513
sequential,instance_large,16384,10000,42,256,200,815190,0.276754,250368,1,0.247618,215647
sequential,instance_large,16384,10000,43,256,200,815613,0.276661,250792,1,0.247219,215304
sequential,instance_large,16384,10000,44,256,200,818692,0.27797,251754,1,0.246481,214677
sequential,instance_large,16384,10000,45,256,200,818966,0.277471,250106,1,0.248226,216186
sequential,instance_large,16384,10000,46,256,200,817915,0.276018,249574,1,0.247032,215184
sequential,instance_large,16384,10000,47,256,200,821945,0.277174,251907,1,0.246462,214692
sequential,instance_large,16384,10000,48,256,200,817058,0.277313,250415,1,0.247474,215552
sequential,instance_large,16384,10000,49,256,200,818304,0.276768,249461,1,0.24755,215609
sequential,instance_large,16384,10000,50,256,200,818127,0.277252,251128,1,0.247212,215263
sequential,instance_large,16384,10000,51,256,200,814854,0.276982,250821,1,0.24661,214828
