instance,variant,threads,seed,generations,best_fitness,best_value,best_feasible_fitness,best_feasible_value,feasible,time_ms
data/instance_large,islands,2,512,200,167701,223842,0,0,0,47597.6
data/instance_large,islands,2,999,200,155114,222760,0,0,0,47833.1
data/instance_large,islands,2,1337,200,167171,224127,0,0,0,47631.7
data/instance_large,islands,2,2048,200,167947,223274,0,0,0,48300.6
data/instance_large,islands,2,3141,200,157558,223540,0,0,0,47786.2
data/instance_large,islands,2,4096,200,167053,221754,0,0,0,48036.9
data/instance_large,islands,2,5000,200,156648,224282,0,0,0,47780.1
data/instance_large,islands,2,6789,200,161082,222805,0,0,0,48160.4
data/instance_large,islands,2,7654,200,169556,221655,0,0,0,47646
data/instance_large,islands,2,8192,200,158424,224151,0,0,0,47774.3
data/instance_large,islands,2,9001,200,174958,222351,0,0,0,47758.8
data/instance_large,islands,2,9999,200,170006,224373,0,0,0,47793.1
data/instance_large,islands,4,42,200,177117,222461,0,0,0,61152.3
data/instance_large,islands,4,123,200,172395,222629,0,0,0,62040.2
data/instance_large,islands,4,256,200,177245,223718,0,0,0,62331.8
data/instance_large,islands,4,512,200,160952,224683,0,0,0,61806.4
data/instance_large,islands,4,999,200,163736,223571,0,0,0,62408.4
data/instance_large,islands,4,1337,200,170268,228578,0,0,0,62401.5
data/instance_large,islands,4,2048,200,170477,220726,0,0,0,62656.8
data/instance_large,islands,4,3141,200,180674,224155,0,0,0,62593.5
data/instance_large,islands,4,4096,200,172736,223577,0,0,0,62123
data/instance_large,islands,4,5000,200,174056,222166,0,0,0,62767.1
data/instance_large,islands,4,6789,200,176168,224030,0,0,0,63237.6
data/instance_large,islands,4,7654,200,171862,227216,0,0,0,62633.5
data/instance_large,islands,4,8192,200,171789,224751,0,0,0,62754.2
data/instance_large,islands,4,9001,200,164586,225993,0,0,0,62500.7
data/instance_large,islands,4,9999,200,175798,226132,0,0,0,62513.8
data/instance_large,islands,8,42,200,174674,226349,0,0,0,96624
data/instance_large,islands,8,123,200,179434,221982,0,0,0,97218.1
data/instance_large,islands,8,256,200,183593,221192,0,0,0,97683
data/instance_large,islands,8,512,200,180262,224091,0,0,0,97237.5
data/instance_large,islands,8,999,200,177394,221893,0,0,0,97623.7
data/instance_large,islands,8,1337,200,176991,225516,0,0,0,97526.6
data/instance_large,islands,8,2048,200,171116,221874,0,0,0,97550.8
data/instance_large,islands,8,3141,200,184582,224497,0,0,0,98419
data/instance_large,islands,8,4096,200,183266,224147,0,0,0,106199
data/instance_large,islands,8,5000,200,169387,225279,0,0,0,98917.7
data/instance_large,islands,8,6789,200,174016,222109,0,0,0,99036.4
data/instance_large,islands,8,7654,200,179751,223059,0,0,0,98110
data/instance_large,islands,8,8192,200,178238,226953,0,0,0,98629.7
data/instance_large,islands,8,9001,200,192919,219175,0,0,0,99264.2
data/instance_large,islands,8,9999,200,176789,224651,0,0,0,99567.3
